invoice_id,vendor_id,vendor_name,vendor_category,po_reference,po_amount,invoice_amount,gr_amount,deviation_pct,days_since_last_invoice,is_new_vendor,three_way_match,invoice_date,anomaly_type,label
INV-9027,V-008,TechServe Inc,IT,PO-18213,43446.9,42513.46453977612,43446.9,-2.15,24,0,1,2026-01-26,none,0
INV-11522,V-008,TechServe Inc,IT,PO-94972,49374.6,50527.17,49374.6,2.33,33,0,1,2025-11-30,none,0
INV-53436,V-002,BioTech Equipment Ltd,medical,PO-35430,165419.77,165337.57,165419.77,-0.05,24,0,1,2024-12-25,none,0
INV-64153,V-008,TechServe Inc,IT,PO-11052,42928.75,57167.0,42928.75,33.17,27,0,0,2025-12-15,overbilling,1
INV-35502,V-004,OfficeMax,stationery,PO-92132,1843.79,1895.32,1843.79,2.79,24,0,1,2026-01-07,none,0
INV-11572,V-003,MedCo Supplies Inc,medical,PO-23200,13018.97,16193.71,13018.97,24.39,31,0,0,2026-01-09,overbilling,1
INV-48663,V-004,OfficeMax,stationery,PO-60538,1835.61,1810.47,1835.61,-1.37,35,0,1,2024-12-18,none,0
INV-9653,V-005,FastTech Solutions,IT,PO-57571,26456.34,27163.19,26456.34,2.67,20,0,1,2024-06-26,none,0
INV-22603,V-007,SafetyFirst Ltd,safety,PO-17165,8483.81,8249.56,8483.81,-2.76,35,0,1,2025-03-11,none,0
INV-44238,V-005,FastTech Solutions,IT,PO-49052,26284.6,26542.6,26284.6,0.98,25,0,1,2025-11-07,none,0
INV-65199,V-002,BioTech Equipment Ltd,medical,PO-63374,188287.54,185181.73,188287.54,-1.65,28,0,1,2025-05-24,none,0
INV-1369,V-004,OfficeMax,stationery,PO-34956,1898.43,1885.25,1898.43,-0.69,38,0,1,2024-05-10,none,0
INV-97590,V-001,Apex Supplies Ltd,industrial,PO-18993,34133.33,33861.64,34133.33,-0.8,30,0,1,2025-12-24,none,0
INV-73170,V-002,BioTech Equipment Ltd,medical,PO-60126,161780.65,159032.01,161780.65,-1.7,42,0,1,2024-08-17,none,0
INV-64175,V-006,GlobalParts Co,industrial,PO-58274,53528.15,53089.0,53528.15,-0.82,34,0,1,2024-04-09,none,0
INV-12508,V-006,GlobalParts Co,industrial,PO-11319,56610.95,55000.03,0.0,-2.85,29,0,0,2025-11-21,phantom_delivery,1
INV-14423,V-005,FastTech Solutions,IT,PO-90343,30294.16,29303.26635828916,30294.16,-3.27,29,0,1,2026-01-18,none,0
INV-66358,V-008,TechServe Inc,IT,PO-81237,46175.3,46035.66,46175.3,-0.3,24,0,1,2026-03-21,none,0
INV-84106,V-005,FastTech Solutions,IT,PO-16858,27883.49,28713.51,27883.49,2.98,27,0,1,2025-06-20,none,0
INV-67462,V-010,ProMed Devices,medical,PO-60394,102337.72,102909.04,102337.72,0.56,28,0,1,2024-12-08,none,0
INV-28390,V-009,CleanCo Services,facilities,PO-61111,5962.43,5838.18,5962.43,-2.08,35,0,1,2024-12-27,none,0
INV-79472,V-004,OfficeMax,stationery,PO-36999,2073.67,2148.857491149003,2073.67,3.63,26,0,1,2025-09-05,none,0
INV-68294,V-001,Apex Supplies Ltd,industrial,PO-24107,31783.41,31598.22,31783.41,-0.58,41,0,1,2024-10-20,none,0
INV-59028,V-008,TechServe Inc,IT,PO-48974,48819.57,50199.38,48819.57,2.83,41,0,1,2024-08-01,none,0
INV-29362,V-005,FastTech Solutions,IT,PO-40420,29230.62,30770.046841368738,29230.62,5.27,30,0,1,2024-06-03,none,0
INV-18555,V-007,SafetyFirst Ltd,safety,PO-44664,9314.27,9372.11,9314.27,0.62,28,0,1,2025-03-17,none,0
INV-27293,V-007,SafetyFirst Ltd,safety,PO-39706,8841.14,9023.43,8841.14,2.06,31,0,1,2025-04-01,none,0
INV-53725,V-001,Apex Supplies Ltd,industrial,PO-67535,32029.09,32896.61,32029.09,2.71,27,0,1,2025-07-30,none,0
INV-99468,V-010,ProMed Devices,medical,PO-16675,94719.07,93717.56,94719.07,-1.06,37,0,1,2024-10-23,none,0
INV-86854,V-003,MedCo Supplies Inc,medical,PO-13608,11208.5,11454.94,11208.5,2.2,31,0,1,2025-12-19,none,0
INV-9679,V-001,Apex Supplies Ltd,industrial,PO-59177,36271.25,35845.25,36271.25,-1.17,34,0,1,2024-10-02,none,0
INV-83506,V-002,BioTech Equipment Ltd,medical,PO-57039,181366.68,182823.27,181366.68,0.8,29,0,1,2026-03-18,none,0
INV-53022,V-010,ProMed Devices,medical,PO-62063,92259.05,93578.18,92259.05,1.43,30,0,1,2024-04-23,none,0
INV-51475,V-005,FastTech Solutions,IT,PO-88921,28656.44,29262.07,28656.44,2.11,20,0,1,2025-09-18,none,0
INV-89317,V-006,GlobalParts Co,industrial,PO-56667,54094.3,55352.12,54094.3,2.33,35,0,1,2024-04-05,none,0
INV-81466,V-006,GlobalParts Co,industrial,PO-81962,54791.98,55453.77,54791.98,1.21,26,0,1,2025-05-20,none,0
INV-28010,V-001,Apex Supplies Ltd,industrial,PO-82432,38455.13,38019.96,38455.13,-1.13,37,0,1,2024-06-01,none,0
INV-35191,V-007,SafetyFirst Ltd,safety,PO-52033,8516.56,10918.26,8516.56,28.2,29,0,0,2025-06-30,overbilling,1
INV-80929,V-003,MedCo Supplies Inc,medical,PO-77520,11630.1,11763.69,11630.1,1.15,28,0,1,2025-08-03,none,0
INV-28038,V-004,OfficeMax,stationery,PO-32716,2020.63,2049.3434209072498,2020.63,1.42,33,0,1,2026-03-20,none,0
INV-46025,V-006,GlobalParts Co,industrial,PO-96753,52869.95,54024.29,52869.95,2.18,28,0,1,2025-01-02,none,0
INV-79208,V-007,SafetyFirst Ltd,safety,PO-49988,8091.19,8302.11,8091.19,2.61,30,0,1,2024-07-11,none,0
INV-7899,V-005,FastTech Solutions,IT,PO-97516,25536.06,25721.03,25536.06,0.72,31,0,1,2025-06-28,none,0
INV-35217,V-009,CleanCo Services,facilities,PO-84099,6252.19,6141.75,6252.19,-1.77,22,0,1,2025-09-11,none,0
INV-86957,V-007,SafetyFirst Ltd,safety,PO-32719,7735.81,7795.26,7735.81,0.77,38,0,1,2025-05-05,none,0
INV-65464,V-010,ProMed Devices,medical,PO-44078,98404.61,101084.58,98404.61,2.72,22,0,1,2025-07-10,none,0
INV-92285,V-006,GlobalParts Co,industrial,PO-17563,50375.75,51156.95024882747,50375.75,1.55,37,0,1,2024-05-29,none,0
INV-37443,V-005,FastTech Solutions,IT,PO-66849,27571.81,27186.87,27571.81,-1.4,4,0,1,2025-01-30,duplicate,1
INV-87105,V-007,SafetyFirst Ltd,safety,PO-27991,8068.2,8083.73,8068.2,0.19,30,0,1,2025-12-27,none,0
INV-61191,V-001,Apex Supplies Ltd,industrial,PO-53478,32249.2,32792.34,32249.2,1.68,39,0,1,2026-02-16,none,0
INV-61211,V-009,CleanCo Services,facilities,PO-92837,6485.63,6326.93,6485.63,-2.45,29,0,1,2025-05-24,none,0
INV-96835,V-001,Apex Supplies Ltd,industrial,PO-39150,36407.95,37456.28,0.0,2.88,41,0,0,2024-05-15,phantom_delivery,1
INV-78820,V-005,FastTech Solutions,IT,PO-54089,30609.87,31089.29,30609.87,1.57,42,0,1,2024-10-23,none,0
INV-70638,V-008,TechServe Inc,IT,PO-58239,47134.43,75256.09,47134.43,59.66,32,0,0,2025-06-06,overbilling,1
INV-99813,V-003,MedCo Supplies Inc,medical,PO-40866,10924.72,10953.71,0.0,0.27,26,0,0,2024-04-08,phantom_delivery,1
INV-49222,V-007,SafetyFirst Ltd,safety,PO-89920,7921.05,8011.23,7921.05,1.14,31,0,1,2025-04-06,none,0
INV-55055,V-005,FastTech Solutions,IT,PO-68086,30587.85,30150.66,30587.85,-1.43,30,0,1,2026-02-21,none,0
INV-62881,V-NEW-014,NewVendor Corp 14,industrial,PO-16438,140294.41,136728.18,123221.6,-2.54,10,1,1,2024-05-04,new_vendor_risk,1
INV-62709,V-009,CleanCo Services,facilities,PO-13359,6512.4,9991.81,6512.4,53.43,26,0,0,2024-06-01,overbilling,1
INV-91366,V-005,FastTech Solutions,IT,PO-65387,27363.99,28121.26,27363.99,2.77,34,0,1,2025-02-19,none,0
INV-94640,V-001,Apex Supplies Ltd,industrial,PO-72767,37992.18,38300.99,0.0,0.81,26,0,0,2025-04-09,phantom_delivery,1
INV-44739,V-004,OfficeMax,stationery,PO-31105,2112.49,2074.8,2112.49,-1.78,34,0,1,2024-07-05,none,0
INV-26796,V-003,MedCo Supplies Inc,medical,PO-20053,12768.94,12490.09,12768.94,-2.18,31,0,1,2025-12-02,none,0
INV-34432,V-007,SafetyFirst Ltd,safety,PO-86104,8846.65,8921.91,8846.65,0.85,30,0,1,2025-09-18,none,0
INV-3247,V-003,MedCo Supplies Inc,medical,PO-40726,12525.22,12384.74,12525.22,-1.12,23,0,1,2024-06-04,none,0
INV-56895,V-003,MedCo Supplies Inc,medical,PO-36750,12492.8,11988.725277465788,12492.8,-4.03,33,0,1,2025-10-10,none,0
INV-25660,V-004,OfficeMax,stationery,PO-21727,2018.36,2048.723224506412,2018.36,1.5,35,0,1,2025-05-07,none,0
INV-91277,V-009,CleanCo Services,facilities,PO-96132,5442.57,5398.09,5442.57,-0.82,3,0,1,2026-03-08,duplicate,1
INV-76649,V-003,MedCo Supplies Inc,medical,PO-28030,12427.64,12727.54,12427.64,2.41,28,0,1,2024-12-29,none,0
INV-49638,V-006,GlobalParts Co,industrial,PO-67876,55290.61,55653.92982042485,55290.61,0.66,39,0,1,2025-03-04,none,0
INV-60888,V-001,Apex Supplies Ltd,industrial,PO-43031,33108.98,32715.39,33108.98,-1.19,32,0,1,2024-10-10,none,0
INV-5616,V-NEW-009,NewVendor Corp 9,IT,PO-14657,91750.06,95995.93,86929.75,4.63,10,1,1,2024-08-01,new_vendor_risk,1
INV-92911,V-003,MedCo Supplies Inc,medical,PO-41456,11947.34,11642.4,11947.34,-2.55,32,0,1,2026-01-22,none,0
INV-81934,V-006,GlobalParts Co,industrial,PO-17624,54027.05,53326.15,54027.05,-1.3,34,0,1,2025-08-25,none,0
INV-23599,V-002,BioTech Equipment Ltd,medical,PO-60837,171635.92,171796.2160437096,171635.92,0.09,22,0,1,2024-09-06,none,0
INV-59171,V-009,CleanCo Services,facilities,PO-24835,6130.48,6268.87,6130.48,2.26,38,0,1,2024-10-19,none,0
INV-83955,V-001,Apex Supplies Ltd,industrial,PO-78962,36574.97,54070.78,36574.97,47.84,25,0,0,2025-09-30,overbilling,1
INV-93589,V-002,BioTech Equipment Ltd,medical,PO-16608,161755.56,162299.62,161755.56,0.34,27,0,1,2025-01-02,none,0
INV-98399,V-NEW-018,NewVendor Corp 18,industrial,PO-75479,224902.13,237533.62,199144.59,5.62,10,1,0,2025-04-20,new_vendor_risk,1
INV-86427,V-001,Apex Supplies Ltd,industrial,PO-31220,37885.42,36682.44828198743,37885.42,-3.18,30,0,1,2024-07-22,none,0
INV-84928,V-007,SafetyFirst Ltd,safety,PO-43526,7996.01,8125.09,7996.01,1.61,29,0,1,2024-09-25,none,0
INV-1159,V-003,MedCo Supplies Inc,medical,PO-17074,11594.28,11739.69,11594.28,1.25,32,0,1,2025-09-26,none,0
INV-48737,V-004,OfficeMax,stationery,PO-92429,1929.04,1875.76,1929.04,-2.76,29,0,1,2025-01-03,none,0
INV-85061,V-010,ProMed Devices,medical,PO-79996,90737.86,91336.27,90737.86,0.66,36,0,1,2024-10-21,none,0
INV-91762,V-005,FastTech Solutions,IT,PO-87799,28375.95,27948.43,28375.95,-1.51,28,0,1,2025-01-14,none,0
INV-73034,V-001,Apex Supplies Ltd,industrial,PO-12571,33309.64,33738.99,33309.64,1.29,21,0,1,2025-02-23,none,0
INV-34144,V-007,SafetyFirst Ltd,safety,PO-49612,7766.2,7805.801415335707,7766.2,0.51,38,0,1,2024-10-30,none,0
INV-42035,V-002,BioTech Equipment Ltd,medical,PO-34621,190748.43,194246.42,190748.43,1.83,28,0,1,2025-01-11,none,0
INV-48307,V-001,Apex Supplies Ltd,industrial,PO-83140,37397.88,37088.63,37397.88,-0.83,33,0,1,2025-01-25,none,0
INV-59128,V-003,MedCo Supplies Inc,medical,PO-73368,12664.81,12998.86,0.0,2.64,31,0,0,2025-03-04,phantom_delivery,1
INV-20672,V-004,OfficeMax,stationery,PO-46479,2173.05,2170.24,2173.05,-0.13,31,0,1,2024-07-11,none,0
INV-70361,V-007,SafetyFirst Ltd,safety,PO-24213,7745.78,7515.08,7745.78,-2.98,35,0,1,2024-12-17,none,0
INV-67552,V-010,ProMed Devices,medical,PO-25344,98785.74,96383.19,98785.74,-2.43,19,0,1,2026-02-23,none,0
INV-5369,V-004,OfficeMax,stationery,PO-63476,1929.63,1904.85,1929.63,-1.28,18,0,1,2024-08-31,none,0
INV-99550,V-008,TechServe Inc,IT,PO-35301,47468.04,48391.17,0.0,1.94,20,0,0,2025-02-21,phantom_delivery,1
INV-24038,V-002,BioTech Equipment Ltd,medical,PO-94613,171721.63,176116.87,171721.63,2.56,33,0,1,2024-07-13,none,0
INV-12580,V-008,TechServe Inc,IT,PO-30831,46209.89,46237.31,46209.89,0.06,4,0,1,2025-01-24,duplicate,1
INV-80168,V-002,BioTech Equipment Ltd,medical,PO-53418,185323.28,190512.4,185323.28,2.8,32,0,1,2025-10-14,none,0
INV-65210,V-002,BioTech Equipment Ltd,medical,PO-56550,162705.95,163455.6,162705.95,0.46,34,0,1,2024-08-11,none,0
INV-37428,V-008,TechServe Inc,IT,PO-17904,47692.3,46712.08,47692.3,-2.06,34,0,1,2025-10-07,none,0
INV-63086,V-006,GlobalParts Co,industrial,PO-39105,55722.36,56499.57,55722.36,1.39,28,0,1,2025-03-29,none,0
INV-5629,V-009,CleanCo Services,facilities,PO-55729,5666.89,5688.0,5666.89,0.37,31,0,1,2025-09-17,none,0
INV-28125,V-001,Apex Supplies Ltd,industrial,PO-32391,34040.88,34815.54,34040.88,2.28,34,0,1,2024-06-11,none,0
INV-14133,V-001,Apex Supplies Ltd,industrial,PO-64172,31807.3,31169.4,31807.3,-2.01,29,0,1,2025-04-22,none,0
INV-45562,V-007,SafetyFirst Ltd,safety,PO-17656,7774.25,7766.65,7774.25,-0.1,30,0,1,2025-04-08,none,0
INV-41902,V-004,OfficeMax,stationery,PO-80817,2014.64,2002.1,0.0,-0.62,28,0,0,2025-03-09,phantom_delivery,1
INV-23747,V-NEW-006,NewVendor Corp 6,industrial,PO-98508,161730.36,177216.92,159350.99,9.58,17,1,0,2025-11-18,new_vendor_risk,1
INV-79103,V-007,SafetyFirst Ltd,safety,PO-15996,8118.57,8360.81,8118.57,2.98,28,0,1,2025-04-02,none,0
INV-83588,V-006,GlobalParts Co,industrial,PO-46620,55494.43,54289.03,55494.43,-2.17,19,0,1,2025-12-23,none,0
INV-39626,V-003,MedCo Supplies Inc,medical,PO-70344,11555.25,11195.933849486284,11555.25,-3.11,23,0,1,2025-10-30,none,0
INV-69610,V-007,SafetyFirst Ltd,safety,PO-93858,8056.93,8017.27,8056.93,-0.49,26,0,1,2024-06-10,none,0
INV-75083,V-010,ProMed Devices,medical,PO-83927,89767.72,87364.32,89767.72,-2.68,35,0,1,2025-03-26,none,0
INV-86577,V-008,TechServe Inc,IT,PO-62516,49389.85,48544.17,49389.85,-1.71,25,0,1,2024-11-08,none,0
INV-62168,V-001,Apex Supplies Ltd,industrial,PO-96382,32389.09,31639.41,32389.09,-2.31,41,0,1,2026-02-24,none,0
INV-91574,V-002,BioTech Equipment Ltd,medical,PO-81101,161320.38,153835.67929426994,161320.38,-4.64,32,0,1,2025-10-27,none,0
INV-14714,V-004,OfficeMax,stationery,PO-82778,2170.52,2205.18,2170.52,1.6,1,0,1,2024-08-07,duplicate,1
INV-13631,V-001,Apex Supplies Ltd,industrial,PO-57108,33162.17,41076.75,33162.17,23.87,32,0,0,2025-03-01,overbilling,1
INV-51285,V-003,MedCo Supplies Inc,medical,PO-62990,11633.34,11588.12,11633.34,-0.39,25,0,1,2025-03-12,none,0
INV-95531,V-001,Apex Supplies Ltd,industrial,PO-39431,37343.59,37930.19,37343.59,1.57,27,0,1,2026-02-06,none,0
INV-84258,V-006,GlobalParts Co,industrial,PO-58067,47962.73,48331.51,47962.73,0.77,30,0,1,2024-06-20,none,0
INV-57861,V-003,MedCo Supplies Inc,medical,PO-50736,11763.6,11679.76,0.0,-0.71,26,0,0,2025-09-22,phantom_delivery,1
INV-73264,V-010,ProMed Devices,medical,PO-55843,103095.13,101002.47,103095.13,-2.03,45,0,1,2025-04-08,none,0
INV-46321,V-007,SafetyFirst Ltd,safety,PO-65702,8234.68,8185.12,8234.68,-0.6,28,0,1,2024-09-22,none,0
INV-90284,V-008,TechServe Inc,IT,PO-57406,45639.83,46368.68,45639.83,1.6,34,0,1,2024-11-04,none,0
INV-98807,V-007,SafetyFirst Ltd,safety,PO-35278,8725.49,8556.05,8725.49,-1.94,38,0,1,2025-02-24,none,0
INV-79584,V-008,TechServe Inc,IT,PO-22377,41662.0,41321.95,41662.0,-0.82,23,0,1,2025-06-30,none,0
INV-67304,V-002,BioTech Equipment Ltd,medical,PO-80386,160282.08,160360.7,160282.08,0.05,32,0,1,2025-02-08,none,0
INV-63721,V-005,FastTech Solutions,IT,PO-30722,30661.86,31560.17,30661.86,2.93,35,0,1,2025-10-05,none,0
INV-86616,V-002,BioTech Equipment Ltd,medical,PO-83621,185020.46,185929.41,185020.46,0.49,36,0,1,2025-04-29,none,0
INV-2648,V-009,CleanCo Services,facilities,PO-10610,6283.67,6460.04,6283.67,2.81,22,0,1,2025-04-26,none,0
INV-16626,V-003,MedCo Supplies Inc,medical,PO-57078,12466.21,12679.67,12466.21,1.71,37,0,1,2024-04-25,none,0
INV-70575,V-002,BioTech Equipment Ltd,medical,PO-71879,170377.85,168041.57,170377.85,-1.37,42,0,1,2025-10-12,none,0
INV-36477,V-007,SafetyFirst Ltd,safety,PO-56099,8967.78,9105.57,8967.78,1.54,30,0,1,2026-02-14,none,0
INV-38630,V-004,OfficeMax,stationery,PO-52151,2110.01,3134.28,2110.01,48.54,34,0,0,2025-07-29,overbilling,1
INV-97838,V-004,OfficeMax,stationery,PO-80973,1838.81,1803.66,1838.81,-1.91,30,0,1,2025-10-02,none,0
INV-52261,V-003,MedCo Supplies Inc,medical,PO-76756,12423.29,12692.95,12423.29,2.17,23,0,1,2024-08-18,none,0
INV-61527,V-007,SafetyFirst Ltd,safety,PO-97334,7980.23,7790.25,7980.23,-2.38,23,0,1,2025-08-02,none,0
INV-48226,V-006,GlobalParts Co,industrial,PO-83446,52568.05,53834.83,52568.05,2.41,40,0,1,2024-09-02,none,0
INV-80339,V-006,GlobalParts Co,industrial,PO-31262,49740.5,49318.73,49740.5,-0.85,2,0,1,2026-02-28,duplicate,1
INV-23268,V-006,GlobalParts Co,industrial,PO-30682,50368.93,50806.55,50368.93,0.87,31,0,1,2024-11-20,none,0
INV-86422,V-007,SafetyFirst Ltd,safety,PO-96633,8565.71,8680.8,8565.71,1.34,35,0,1,2025-03-29,none,0
INV-73329,V-001,Apex Supplies Ltd,industrial,PO-34801,37852.78,37168.77,37852.78,-1.81,33,0,1,2026-03-26,none,0
INV-15969,V-010,ProMed Devices,medical,PO-45112,98014.57,100552.49,98014.57,2.59,36,0,1,2024-09-16,none,0
INV-40264,V-004,OfficeMax,stationery,PO-70038,1965.27,1984.0,1965.27,0.95,24,0,1,2025-03-13,none,0
INV-54389,V-005,FastTech Solutions,IT,PO-93784,28570.21,27785.08,28570.21,-2.75,24,0,1,2026-03-12,none,0
INV-2364,V-NEW-013,NewVendor Corp 13,IT,PO-68570,182982.3,197865.83,154640.66,8.13,6,1,0,2025-09-13,new_vendor_risk,1
INV-12111,V-005,FastTech Solutions,IT,PO-46472,27429.48,28336.64615357805,27429.48,3.31,31,0,1,2025-06-23,none,0
INV-28005,V-005,FastTech Solutions,IT,PO-22212,26406.38,26578.37,26406.38,0.65,3,0,1,2025-11-07,duplicate,1
INV-85448,V-003,MedCo Supplies Inc,medical,PO-15535,11246.8,10994.19,11246.8,-2.25,23,0,1,2024-11-14,none,0
INV-12759,V-006,GlobalParts Co,industrial,PO-43864,56881.87,90261.17,56881.87,58.68,27,0,0,2024-05-25,overbilling,1
INV-1544,V-004,OfficeMax,stationery,PO-64336,2081.93,2058.05,2081.93,-1.15,27,0,1,2026-02-21,none,0
INV-35304,V-010,ProMed Devices,medical,PO-17862,100058.46,102760.86,100058.46,2.7,38,0,1,2025-04-05,none,0
INV-96039,V-009,CleanCo Services,facilities,PO-67973,5641.44,5669.154949589613,5641.44,0.49,32,0,1,2025-10-09,none,0
INV-19677,V-005,FastTech Solutions,IT,PO-79997,28995.52,28386.36,0.0,-2.1,26,0,0,2025-05-18,phantom_delivery,1
INV-65638,V-001,Apex Supplies Ltd,industrial,PO-24168,34806.25,34694.62,34806.25,-0.32,25,0,1,2024-04-28,none,0
INV-50146,V-009,CleanCo Services,facilities,PO-77411,6212.18,6138.23,6212.18,-1.19,24,0,1,2024-10-22,none,0
INV-82425,V-005,FastTech Solutions,IT,PO-67712,27405.4,27982.19,27405.4,2.1,40,0,1,2026-01-01,none,0
INV-42204,V-010,ProMed Devices,medical,PO-23037,91689.59,89131.93,91689.59,-2.79,32,0,1,2025-04-05,none,0
INV-25976,V-010,ProMed Devices,medical,PO-22094,102619.06,101990.5,102619.06,-0.61,35,0,1,2024-12-20,none,0
INV-36144,V-008,TechServe Inc,IT,PO-12746,44804.93,43671.6,0.0,-2.53,19,0,0,2025-04-01,phantom_delivery,1
INV-32029,V-008,TechServe Inc,IT,PO-48047,48767.95,47405.19,48767.95,-2.79,30,0,1,2024-04-04,none,0
INV-71476,V-008,TechServe Inc,IT,PO-37899,46740.15,47887.9,46740.15,2.46,37,0,1,2025-02-02,none,0
INV-31988,V-007,SafetyFirst Ltd,safety,PO-85551,9169.89,9168.03,9169.89,-0.02,38,0,1,2026-03-05,none,0
INV-60276,V-002,BioTech Equipment Ltd,medical,PO-12867,165789.4,173072.6664205204,165789.4,4.39,28,0,1,2025-02-21,none,0
INV-97744,V-006,GlobalParts Co,industrial,PO-57026,53759.88,53707.63,53759.88,-0.1,29,0,1,2024-07-29,none,0
INV-88738,V-008,TechServe Inc,IT,PO-59814,40707.95,40657.63,40707.95,-0.12,32,0,1,2026-01-11,none,0
INV-97162,V-002,BioTech Equipment Ltd,medical,PO-79557,185381.64,186089.71,185381.64,0.38,26,0,1,2024-10-06,none,0
INV-85932,V-002,BioTech Equipment Ltd,medical,PO-97839,184230.96,273404.61,184230.96,48.4,23,0,0,2025-06-02,overbilling,1
INV-30722,V-009,CleanCo Services,facilities,PO-24771,5436.93,5597.59,5436.93,2.95,36,0,1,2024-07-19,none,0
INV-79385,V-005,FastTech Solutions,IT,PO-13751,25869.64,25797.46,25869.64,-0.28,25,0,1,2025-01-05,none,0
INV-3527,V-006,GlobalParts Co,industrial,PO-77581,50769.8,69266.13,50769.8,36.43,31,0,0,2025-03-22,overbilling,1
INV-52976,V-006,GlobalParts Co,industrial,PO-60841,47178.26,46395.49,47178.26,-1.66,32,0,1,2025-08-12,none,0
INV-34216,V-009,CleanCo Services,facilities,PO-45721,6558.45,6981.066548124302,6558.45,6.44,32,0,1,2024-05-10,none,0
INV-33096,V-008,TechServe Inc,IT,PO-47787,48015.78,48023.29,48015.78,0.02,29,0,1,2025-05-10,none,0
INV-49674,V-010,ProMed Devices,medical,PO-99262,96242.32,91654.97259157972,96242.32,-4.77,36,0,1,2025-01-25,none,0
INV-45786,V-006,GlobalParts Co,industrial,PO-54536,55683.78,56401.28,55683.78,1.29,36,0,1,2024-03-30,none,0
INV-22079,V-002,BioTech Equipment Ltd,medical,PO-53228,174320.53,175287.04,174320.53,0.55,36,0,1,2025-01-29,none,0
INV-19190,V-006,GlobalParts Co,industrial,PO-53497,52970.14,51405.27,52970.14,-2.95,36,0,1,2024-10-21,none,0
INV-59675,V-NEW-011,NewVendor Corp 11,IT,PO-44199,216393.82,218826.73,207785.1,1.12,14,1,1,2024-04-15,new_vendor_risk,1
INV-4604,V-001,Apex Supplies Ltd,industrial,PO-13920,36460.33,37549.16,36460.33,2.99,28,0,1,2024-08-09,none,0
INV-88382,V-008,TechServe Inc,IT,PO-89058,46810.27,46222.27,46810.27,-1.26,27,0,1,2025-02-05,none,0
INV-83853,V-009,CleanCo Services,facilities,PO-33971,5746.38,5547.387550885334,5746.38,-3.46,31,0,1,2024-04-02,none,0
INV-10865,V-005,FastTech Solutions,IT,PO-76723,27654.5,27759.58,27654.5,0.38,26,0,1,2025-09-09,none,0
INV-70968,V-007,SafetyFirst Ltd,safety,PO-88871,7975.59,8003.57,7975.59,0.35,30,0,1,2026-01-09,none,0
INV-81223,V-004,OfficeMax,stationery,PO-17626,1930.65,1944.93,1930.65,0.74,19,0,1,2025-12-05,none,0
INV-61057,V-001,Apex Supplies Ltd,industrial,PO-67123,35146.06,35207.44,35146.06,0.17,27,0,1,2026-01-11,none,0
INV-91095,V-004,OfficeMax,stationery,PO-13418,2059.95,2001.2,2059.95,-2.85,36,0,1,2025-03-24,none,0
INV-72575,V-008,TechServe Inc,IT,PO-16830,46209.83,46025.03,46209.83,-0.4,24,0,1,2026-01-27,none,0
INV-93044,V-008,TechServe Inc,IT,PO-48398,45935.25,43095.159409061176,45935.25,-6.18,23,0,1,2025-05-10,none,0
INV-34663,V-NEW-001,NewVendor Corp 1,IT,PO-11186,85947.45,86840.75,74244.34,1.04,12,1,1,2024-05-29,new_vendor_risk,1
INV-51768,V-003,MedCo Supplies Inc,medical,PO-58953,11335.08,11122.93,11335.08,-1.87,29,0,1,2025-11-07,none,0
INV-39203,V-001,Apex Supplies Ltd,industrial,PO-65662,36874.31,36251.98,36874.31,-1.69,4,0,1,2025-02-27,duplicate,1
INV-26762,V-009,CleanCo Services,facilities,PO-63407,6122.45,6095.27,6122.45,-0.44,26,0,1,2025-07-25,none,0
INV-2747,V-009,CleanCo Services,facilities,PO-43183,5838.39,5710.86,5838.39,-2.18,40,0,1,2025-07-08,none,0
INV-25109,V-007,SafetyFirst Ltd,safety,PO-52377,8946.89,8860.99,8946.89,-0.96,22,0,1,2024-06-07,none,0
INV-54511,V-007,SafetyFirst Ltd,safety,PO-29558,9204.73,9168.29,9204.73,-0.4,26,0,1,2025-05-23,none,0
INV-8985,V-010,ProMed Devices,medical,PO-50117,93201.17,97284.71610840899,93201.17,4.38,26,0,1,2025-05-08,none,0
INV-21764,V-003,MedCo Supplies Inc,medical,PO-66480,12320.4,12100.66,12320.4,-1.78,2,0,1,2026-02-27,duplicate,1
INV-33212,V-010,ProMed Devices,medical,PO-43523,89305.09,90817.32,89305.09,1.69,4,0,1,2024-12-08,duplicate,1
INV-87847,V-008,TechServe Inc,IT,PO-62349,48159.24,47592.27693045099,48159.24,-1.18,21,0,1,2024-05-28,none,0
INV-85059,V-NEW-006,NewVendor Corp 6,industrial,PO-44214,53151.73,54088.18,52168.69,1.76,13,1,1,2025-08-22,new_vendor_risk,1
INV-75604,V-005,FastTech Solutions,IT,PO-64533,28232.27,27681.21,28232.27,-1.95,36,0,1,2024-12-09,none,0
INV-17061,V-NEW-008,NewVendor Corp 8,industrial,PO-70365,103020.79,112849.12,82735.07,9.54,14,1,0,2024-06-22,new_vendor_risk,1
INV-97790,V-NEW-011,NewVendor Corp 11,IT,PO-85517,121004.6,123094.19,112334.99,1.73,17,1,1,2024-04-13,new_vendor_risk,1
INV-28376,V-010,ProMed Devices,medical,PO-35444,93519.28,96079.74,93519.28,2.74,29,0,1,2025-11-07,none,0
INV-1244,V-008,TechServe Inc,IT,PO-57235,46636.53,45657.32,46636.53,-2.1,35,0,1,2025-01-12,none,0
